,title
"Identification of an infectious bronchitis coronavirus strain exhibiting a classical genotype but altered antigenicity, pathogenicity, and innate immunity profile OPEN",1
Interferon-Induced Transmembrane Protein- Mediated Inhibition of Host Cell Entry of Ebolaviruses,1
Viruses associated with Antarctic wildlife: From serology based detection to identification of genomes using high throughput sequencing,1
"Micafungin (FK463), alone or in combination with other systemic antifungal agents, for the treatment of acute invasive aspergillosis *",1
A Universal Next-Generation Sequencing Protocol To Generate Noninfectious Barcoded cDNA Libraries from High- Containment RNA Viruses,1
Examining structural changes in Asian offices market,1
"Invasive bacterial infections following influenza: a time-series analysis in Montré al, Canada, 1996-2008",1
The influence of social behaviour on competition between virulent pathogen strains,1
Low-molecular-weight heparin compared with aspirin for the treatment of acute ischaemic stroke in Asian patients with large artery occlusive disease: a randomised study,1
Comparison of FTD® respiratory pathogens 33 and a singleplex CDC assay for the detection of respiratory viruses: A study from Cameroon,1
Whole genome methylation array analysis reveals new aspects in Balkan endemic nephropathy etiology,1
Comparison of Neurotization Versus Nerve Repair in an Animal Model of Chronically Denervated Muscle,1
Promoting public health legal preparedness for emergencies: review of current trends and their relevance in light of the Ebola crisis,1
Clinical Medicine Optimization Method for Forecasting Confirmed Cases of COVID-19 in China,1
Simultaneous Detection and Differentiation of Highly Virulent and Classical Chinese-Type Isolation of PRRSV by Real-Time RT-PCR,1
Changes in temperature alter susceptibility to a virus following a Short title: Influence of temperature on virus host shifts 4 5,1
Antibodies on demand: a fast method for the production of human scFvs with minimal amounts of antigen,1
Molecular detection of respiratory viruses in immunocopromised ICU patients: Incidence and meaning,1
Ebola Virion Attachment and Entry into Human Macrophages Profoundly Effects Early Cellular Gene Expression,1
Kinetic characterization of trans- proteolytic activity of Chikungunya virus capsid protease and development of a FRET-based HTS assay,1
Participation of the Cell Polarity Protein PALS1 to T-Cell Receptor-Mediated NF-kB Activation,1
russell@stjude.org),1
The Antiviral Activities of ISG15,1
REVISTA PERUANA DE INVESTIGACIÓN EN SALUD,1
"Group A Streptococcus Strains Circulating during Scarlet Fever Epidemic, Beijing, China, 2011",1
Pains and Gains from China's Experiences with Emerging Epidemics: From SARS to H7N9,1
Association between continuity of care and emergency department visits and hospitalization in senior adults with asthma-COPD overlap,1
Bovine whey proteins -Overview on their main biological properties,1
Viral Appropriation: Laying Claim to Host Nuclear Transport Machinery,1
Recurrent Recruitment Manoeuvres Improve Lung Mechanics and Minimize Lung Injury during Mechanical Ventilation of Healthy Mice,1
"Transmission of Middle East Respiratory Syndrome Coronavirus Infections in Healthcare Settings, Abu Dhabi",1
BMC Public Health Public awareness of risk factors for cancer among the Japanese general population: A population-based survey,1
Antiviral Natural Products and Herbal Medicines,1
Title: Incorporating Human Movement Data to Improve Epidemiological Estimates for 2019-nCoV,1
"molecules Anti-Neoplastic Effects of Gallic Acid, a Major Component of Toona sinensis Leaf Extract, on Oral Squamous Carcinoma Cells",1
Validation of specific quantitative real-time RT-PCR assay panel for Infectious Bronchitis using synthetic DNA standards and clinical specimens,1
Delivering risk information in a dynamic information environment: Framing and authoritative voice in Centers for Disease Control (CDC) and primetime broadcast news media communications during the 2014 Ebola outbreak,1
"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",1
"viruses Function, Architecture, and Biogenesis of Reovirus Replication Neoorganelles",1
Alternative Methods of Vaccine Delivery: An Overview of Edible and Intradermal Vaccines,1
An eight-year epidemiologic study based on baculovirus-expressed type-specific spike proteins for the differentiation of type I and II feline coronavirus infections,1
Diarrhea may be underestimated: a missing link in 2019 novel coronavirus,1
Epidemiology and Transmission of Respiratory Infections in Thai Army Recruits: A Prospective Cohort Study,1
Identification of a Subdomain of CENPB That Is Necessary and Sufficient for Localization to the Human Centromere,1
Aptasensors for detection of microbial and viral pathogens,1
The use of coiled-coil proteins in drug delivery systems,1
Virological Surveillance of Influenza Viruses during the Seasons in Tunisia,1
Mitochondria and viruses,1
Beyond R 0 : the importance of contact tracing when predicting epidemics,1
Validity of the Common Cold Questionnaire (CCQ) in Asthma Exacerbations,1
Current management of acute pediatric rhinosinusitis in France,1
The airborne transmission of infection between flats in high-rise residential buildings: A review,1
Norkurarinol Inhibits Toll-Like Receptor 3 (TLR3)-Mediated Pro-inflammatory Signaling Pathway and Rotavirus Replication,1
Original Article Analyzing Cytotoxic and Apoptogenic Properties of Scutellaria litwinowii Root Extract on Cancer Cell Lines,1
Resting of Cryopreserved PBMC Does Not Generally Benefit the Performance of Antigen-Specific T Cell ELISPOT Assays,1
Risk factors for feline coronavirus seropositivity in cats relinquished to a UK rescue charity,1
In Vitro Evidence of Cellular Adaptation to Ozone Toxicity in the Rat Trachea In Vitro Evidence of Cellular Adaptation to Ozone Toxicity in the Rat Trachea. NIKULA,1
iLIR@viral: A web resource for LIR motif-containing proteins in viruses,1
Feline morbillivirus in Northern Italy: prevalence in urine and kidneys with and without renal disease,1
BMC Genomics Type I interferon receptor-independent and -dependent host transcriptional responses to mouse hepatitis coronavirus infection in vivo,1
Systems biology: A tool for charting the antiviral landscape,1
BMC Public Health Healthcare workers' attitudes to working during pandemic influenza: a qualitative study,1
"I, 2. Physiology and pathophysiology of the gut in relation to viral diarrhea",1
Intensive Care Unit Preparedness During Pandemics and Other Biological Threats,1
Human bocavirus infections among children less than two years old in Iran during fall and winter 2012-2013,1
Infection control and prevention practices implemented to reduce transmission risk of Middle East respiratory syndrome-coronavirus in a tertiary care institution in Saudi Arabia,1
Geographical distribution of complement receptor type 1 variants and their associated disease risk,1
Asymmetric evolution in viral overlapping genes is a source of selective protein adaptation,1
"Prevalence, risk factors of infection and molecular characterization of trichomonads in puppies from French breeding kennels",1
Host Gene Expression Profiling of Dengue Virus Infection in Cell Lines and Patients,1
influenza season,1
Combining a Fusion Inhibitory Peptide Targeting the MERS-CoV S2 Protein HR1 Domain and a Neutralizing Antibody Specific for the S1 Protein Receptor-Binding Domain (RBD) Showed Potent Synergism against Pseudotyped MERS-CoV with or without Mutations in RBD,1
Development of a Quantitative Loop-Mediated Isothermal Amplification Assay for the Rapid Detection of Novel Goose Parvovirus,1
Prone to survive and the priority rule in science,1
"Signalling C-Type lectin receptors, microbial recognition and immunity",1
Different evolutionary trajectories of vaccine- controlled and non-controlled avian infectious bronchitis viruses in commercial poultry,1
Vaccination with attenuated Salmonella enterica Dublin expressing E coli O157:H7 outer membrane protein Intimin induces transient reduction of fecal shedding of E coli O157:H7 in cattle,1
Citation: Exosomes Derived From Septic Mouse Serum Modulate Immune Responses via Exosome-Associated Cytokines,1
Duration of immunity (DOI) and booster vaccination-dealing with the issue at practice level in the UK,1
miRNA-200c-3p is crucial in acute respiratory distress syndrome,1
fi ndings from the Global Burden of Disease Study 2010,1
Surveillance of Australian Hajj pilgrims for carriage of potentially pathogenic bacteria: Data from two pilot studies World Journal of Clinical Cases,1
Genetic and antigenic analysis of Chlamydia pecorum strains isolated from calves with diarrhea,1
An Alanine-to-Valine Substitution in the Residue 175 of Zika Virus NS2A Protein Affects Viral RNA Synthesis and Attenuates the Virus In Vivo,1
"The hepatitis E virus ORF1 'X-domain' residues form a putative macrodomain protein/Appr-1″-pase catalytic-site, critical for viral RNA replication",1
Biological importance of marine algae,1
Detection rate and clinical impact of respiratory viruses in children with Kawasaki disease,1
Hospitalization Risk Due to Respiratory Illness Associated with Genetic Variation at IFITM3 in Patients with Influenza A(H1N1)pdm09 Infection: A Case-Control Study,1
Complete Genome Sequencing of a Novel Strain of Sapelovirus A Circulating in Vietnam GENOME SEQUENCES crossm,1
Real-world comparison of two molecular methods for detection of respiratory viruses,1
"Implementing a One Health approach to emerging infectious disease: reflections on the socio-political, ethical and legal dimensions",1
Comparison of ascites production for monoclonal antibodies in BALB/c and BALB/c-derived cross-bred mice,1
Epimedium-derived phytoestrogen exert beneficial effect on preventing steroid-associated osteonecrosis in rabbits with inhibition of both thrombosis and lipid-deposition,1
The importance of contact network topology for the success of vaccination strategies,1
SUMO fusion technology for diYcult-to-express proteins,1
Viral bronchiolitis in children: A common condition with few therapeutic options ☆,1
Identification and complete genome analysis of a novel bovine picornavirus in Japan,1
"Development of an optimized protocol for the detection of classical swine fever virus in formalin-fixed, paraffin-embedded tissues by seminested reverse transcription-polymerase chain reaction and comparison with in situ hybridization",1
Cell-based antiviral screening against coronaviruses: Developing virus-specific and broad-spectrum inhibitors,1
Unconventional Use of LC3 by Coronaviruses through the Alleged Subversion of the ERAD Tuning Pathway,1
Commensal enteric bacteria lipopolysaccharide impairs host defense against disseminated Candida albicans fungal infection HHS Public Access,1
vaccines Cytolytic Perforin as an Adjuvant to Enhance the Immunogenicity of DNA Vaccines,1
Virology Journal Mutagenesis of the transmembrane domain of the SARS coronavirus spike glycoprotein: refinement of the requirements for SARS coronavirus cell entry,1
Identifi cation of diagnostic markers for tuberculosis by proteomic fi ngerprinting of serum,1
Canine Enteric Coronaviruses: Emerging Viral Pathogens with Distinct Recombinant Spike Proteins,1
Proteomic fingerprinting in HIV/HCV co- infection reveals serum biomarkers for the diagnosis of fibrosis staging on behalf of the Canadian Co-Infection Cohort (CTN222) ¶ 1 Program in Infectious Diseases and Immunity in Global,1
A*02:06-p4 (LTA-J-FLIFL) A*02:07-p5 (LLDS-J-YERL) A*02:07-p6 (LLDSD-J-ERL),1
Virology Journal Plaque assay for human coronavirus NL63 using human colon carcinoma cells,1
Genome-Wide Analysis of Protein-Protein Interactions and Involvement of Viral Proteins in SARS-CoV Replication,1
A simple and compact smartphone-based device for the quantitative readout of colloidal gold lateral flow immunoassay strips,1
"Association of radiologic findings with mortality of patients infected with 2019 novel coronavirus in Wuhan, China",1
Homologue Scanning Mutagenesis Reveals CD66 Receptor Residues Required for Neisserial Opa Protein Binding,1
Identification and genotyping of feline infectious peritonitis-associated single nucleotide polymorphisms in the feline interferon-γ gene,1
Influenza A Virus Inhibits Type I IFN Signaling via NF-kB-Dependent Induction of SOCS-3 Expression,1
Type I IFN Signaling Is Dispensable during Secondary Viral Infection,1
Dynamic Transmission Modeling: A Report of the ISPOR-SMDM Modeling Good Research Practices Task Force-5,1
Neighborhood Properties Are Important Determinants of Temperature Sensitive Mutations,1
Research in epidemic and emergency situations: A model for collaboration and expediting ethics review in two Caribbean countries Derrick Aarons,1
Cross-sectional investigation and risk factor analysis of community-acquired and hospital-associated canine viral infectious respiratory disease complex,1
Endocytic function is critical for influenza A virus infection via DC- SIGN and L-SIGN,1
"ARTICLE IN PRESS G Model Enablers of, and barriers to, optimal glove and mask use for routine care in the emergency department: an ethnographic study of Australian clinicians",1
"Global Influenza Programme, World Health Organization",1
Induction of Antibodies Protecting against Transmissible Gastroenteritis Coronavirus (TGEV) by Recombinant Adenovirus Expressing TGEV Spike Protein,1
A Systematic Analysis of Host Factors Reveals a Med23-Interferon-l Regulatory Axis against Herpes Simplex Virus Type 1 Replication,1
Development of fluorescent reverse transcription loop-mediated isothermal amplification (RT-LAMP) using quenching probes for the detection of the Middle East respiratory syndrome coronavirus,1
"Effects of a SARS prevention programme in Taiwan on nursing staff's anxiety, depression and sleep quality: A longitudinal survey",1
A Novel Bacterium-Like Particle-Based Vaccine Displaying the SUDV Glycoprotein Induces Potent Humoral and Cellular Immune Responses in Mice,1
Survival of Escherichia coli harboring nucleic acid-hydrolyzing 3D8 scFv during RNA virus infection,1
Identification of a Zika NS2B-NS3pro pocket susceptible to allosteric inhibition by small molecules including qucertin rich in edible plants,1
a section of the journal Frontiers in Microbiology Comparative Analysis of Salivary Gland Proteomes of Two Glossina Species that Exhibit Differential Hytrosavirus Pathologies,1
"Inhibitory effects of glycopyrronium, formoterol, and budesonide on coronavirus HCoV-229E replication and cytokine production by primary cultures of human nasal and tracheal epithelial cells",1
BMC Public Health Distributed data processing for public health surveillance,1
Fast assessment of human receptor-binding capability of 2019 novel coronavirus (2019-nCoV),1
"Levels of feline infectious peritonitis virus in blood, effusions, and various tissues and the role of lymphopenia in disease outcome following experimental infection",1
"molecules Parallel Synthesis of Peptide-Like Macrocycles Containing Imidazole-4,5-dicarboxylic Acid",1
Assembly of Vaccinia Virus: Role of the Intermediate Compartment Between the Endoplasmic Reticulum and the Golgi Stacks,1
Cricket paralysis virus internal ribosome entry site-derived RNA promotes conventional vaccine efficacy by enhancing a balanced Th1/Th2 response,1
The role of post-Golgi transport pathways and sorting motifs in the plasmodesmal targeting of the movement protein (MP) of Ourmia melon virus (OuMV),1
Radiological and Clinical Characteristics of a Military Outbreak of Pandemic H1N1 2009 Influenza Virus Infection,1
Seroprevalence of porcine epidemic diarrhea virus infection among different types of breeding swine farms in Spain,1
Presence of rhinovirus in the respiratory tract of adolescents and young adults with asthma without symptoms of infection,1
Quantitative Proteomic Analysis of A549 Cells Infected with Human Respiratory Syncytial Virus* □ S,1
Identification of RNA Binding Proteins Associated with Dengue Virus RNA in Infected Cells Reveals Temporally Distinct Host Factor Requirements,1
Porcine reproductive and respiratory syndrome virus inhibition of interferon-␤ transcription by IRF3-independent mechanisms in MARC-145 cells in early infection,1
"CLINICAL-ALIMENTARY TRACT Events Within the First Year of Life, but Not the Neonatal Period, Affect Risk for Later Development of Inflammatory Bowel Diseases",1
Rapid Diagnostic Testing for Community-Acquired Pneumonia Can Innovative Technology for Clinical Microbiology Be Exploited?,1
Fall-related attendance and associated hospitalisation of children and adolescents in Hong Kong: a 12-year retrospective study,1
BENTHAM SCIENCE Impact Factor: 1.041 BENTHAM SCIENCE Send Orders for Reprints to reprints@benthamscience.ae An In-Silico Investigation of Phytochemicals as Antiviral Agents Against Dengue Fever,1
viruses Myeloid Cells during Viral Infections and Inflammation,1
Genomic organization and adaptive evolution of IGHC genes in marine mammals,1
Expression of SARS-coronavirus envelope protein in Escherichia coli cells alters membrane permeability,1
Zinc Chelation Specifically Inhibits Early Stages of Dengue Virus Replication by Activation of NF-κB and Induction of Antiviral Response in Epithelial Cells,1
Reproduction of postweaning multisystemic wasting syndrome (PMWS) in immunostimulated and non-immunostimulated 3-week-old piglets experimentally infected with porcine circovirus type 2 (PCV2),1
a new immunosuppressive Molecule emodin induces both cD4 + FoxP3 + and cD8 + cD122 + regulatory T cells and suppresses Murine allograft rejection,1
Measuring healthcare preparedness: an all-hazards approach,1
Enhanced pathogenicity of low-pathogenic H9N2 avian influenza virus after vaccination with infectious bronchitis live attenuated vaccine,1
TGEV Corona Virus ORF4 Encodes a Membrane Protein That Is Incorporated into Virions,1
Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (COVID-19),1
INFORMED CONSENT IN THE (MIS)INFORMATION AGE,1
Biodegradable polymers for modern vaccine development,1
Assessing activity of Hepatitis A virus 3C protease using a cyclized luciferase-based biosensor,1
Leading and managing an emergency departmentdA personal view,1
Histopathology of Pneumocystis carinii pneumonia in immunocompetent laboratory rats,1
A GeXP-Based Assay for Simultaneous Detection of Multiple Viruses in Hospitalized Children with Community Acquired Pneumonia,1
Genetic Diversity and Phylodynamics of Avian Coronaviruses in Egyptian Wild Birds,1
National Natural Science Foundation of China 81273331 (to R. Xiang) and National Natural Science Foundation of China 81270774,1
Extracellular Vesicles and Their Convergence with Viral Pathways,1
BMC Infectious Diseases Absence of association between angiotensin converting enzyme polymorphism and development of adult respiratory distress syndrome in patients with severe acute respiratory syndrome: a case control study,1
A host-protein signature is superior to other biomarkers for differentiating between bacterial and viral disease in patients with respiratory infection and fever without source: a prospective observational study,1
DETECTION OF NON-INFLUENZA VIRUSES IN ACUTE RESPIRATORY INFECTIONS IN CHILDREN UNDER FIVE-YEAR-OLD IN COTE D'IVOIRE (JANUARY -DECEMBER 2013),1
Vaccines for emerging infectious diseases: Lessons from MERS coronavirus and Zika virus,1
Risk factors for detection failures of chest radiography in diagnosing pneumonia,1
HTCC: Broad Range Inhibitor of Coronavirus Entry,1
San Antonio Military Health System,1
Dam characteristics associated with pre-weaning diarrhea in mink (Neovison vison),1
A non-contact infection screening system using medical radar and Linux-embedded FPGA: Implementation and preliminary validation,1
The Role of Infection in Interstitial Lung Diseases A Review,1
Probabilistic analysis of the frequencies of amino acid pairs within characterized protein sequences,1
"Relatedness of the incidence decay with exponential adjustment (IDEA) model, ""Farr's law"" and SIR compartmental difference equation models-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",1
The Asia Pacific Academic Consortium for Global Public Health and Medicine: Stabilizing South- South Academic Collaboration KEYWORDS South-South Academic collaboration Development assistance for health Asia Pacific Academic Consortium for Public Health Developmental strategies,1
Synthesis and in vitro cytotoxicity evaluation of 4-aminoquinoline derivatives,1
PRSS contributes to cetuximab resistance in colorectal cancer,1
A putative diacidic motif in the SARS-CoV ORF6 protein influences its subcellular localization and suppression of expression of co-transfected expression constructs,1
Dogs (Canis familiaris) as Sentinels for Human Infectious Disease and Application to Canadian Populations: A Systematic Review,1
"Molecular detection of respiratory pathogens among children aged younger than 5 years hospitalized with febrile acute respiratory infections: A prospective hospital-based observational study in Niamey, Niger",1
Analysis of CDC social control measures using an agent-based simulation of an influenza epidemic in a city,1
Treatment of Middle East respiratory syndrome with a combination of lopinavir/ ritonavir and interferon-β1b (MIRACLE trial): statistical analysis plan for a recursive two- stage group sequential randomized controlled trial,1
"Inhibition of SIRT1 by microRNA-9, the key point in process of LPS-induced severe inflammation",1
Identification of M.tuberculosis-Specific Th1 Cells Expressing CD69 Generated in vivo in Pleural Fluid Cells from Patients with Tuberculous Pleurisy,1
A neutralization test for specific detection of Nipah virus antibodies using pseudotyped vesicular stomatitis virus expressing green fluorescent protein,1
'VIOLET': a fluorescence-based simulation exercise for training healthcare workers in the use of personal protective equipment,1
Are stock and real estate markets integrated? An empirical study of six Asian economies,1
Rapid Field Immunoassay for Detecting Antibody to Sin Nombre Virus in Deer Mice,1
viruses Phleboviruses and the Type I Interferon Response,1
Throat and nasal swabs for molecular detection of respiratory viruses in acute pharyngitis,1
Bactericidal Activity of 4-and 5-Chloro-2-hydroxy-N- [1-oxo-1-(phenylamino)alkan-2-yl]benzamides against MRSA,1
Combining field epidemiological information and genetic data to comprehensively reconstruct the invasion history and the microevolution of the sudden oak death agent Phytophthora ramorum (Stramenopila: Oomycetes) in California,1
Collard and cauliflower as a base for production of recombinant antigens,1
Upsurge of Enterovirus D68 and Circulation of the New Subclade D3 and Subclade B3 in Beijing OPEN,1
molecules Separation and Quantification of Four Main Chiral Glucosinolates in Radix Isatidis and Its Granules Using High-Performance Liquid Chromatography/Diode Array Detector Coupled with Circular Dichroism Detection,1
Series Canada's global leadership on health 1 Canada's universal health-care system: achieving its potential,1
PERCEPTUAL LEARNING TREATMENT FOR LOW MYOPIA,1
Bibliography of the current world literature Pharmaceutical biotechnology Novel approaches for generating drugs Drug design and structural studies Receptors and protein kinases Cancer genetics and treatment Peptides and protein drugs Cytokines and hormones,1
ScienceDirect ScienceDirect Peer-review under responsibility of the scientific Biomedical Engineering Research in the Social Network Analysis Era: Stance Classification for Analysis of Hoax Medical News in Social Media ScienceDirect Peer-review under responsibility of the scientific Biomedical Engineering Research in the Social Network Analysis Era: Stance Classification for Analysis of Hoax Medical News in Social Media,1
Generating super-shedders: co-infection increases bacterial load and egg production of a gastrointestinal helminth,1
TMPRSS2 and MSPL Facilitate Trypsin-Independent Porcine Epidemic Diarrhea Virus Replication in Vero Cells,1
Effective factors in expansion of medical tourism in Iran,1
Pharmacologic inhibition of host Phosphodiesterase-4 improves isoniazid-Mediated clearance of Mycobacterium tuberculosis,1
The molecular dynamics of feline coronaviruses,1
Identification of a Mimotope Peptide Bound to the SARS-CoV Spike Protein Specific Monoclonal Antibody 2C5 with Phage-displayed Peptide Library,1
Cytomegalovirus pneumonia as the first manifestation of severe combined immunodeficiency,1
Glucocorticosteroid in Treatment of Severe Pneumonia,1
Critical Role of Perforin-dependent CD8+ T Cell Immunity for Rapid Protective Vaccination in a Murine Model for Human Smallpox,1
"Determination of sialic acids in immune system cells (coelomocytes) of sea urchin, Paracentrotus lividus, using capillary LC-ESI-MS/MS",1
Molecular characterization of a canine respiratory coronavirus strain detected in Italy ଝ,1
Etiology of parapneumonic effusion and pleural empyema in children. The role of conventional and molecular microbiological tests,1
Contemporary HIV/AIDS research: Insights from knowledge management theory Article Original,1
Comparison of the Anyplex TM II RV16 and Seeplex ® RV12 ACE assays for the detection of respiratory viruses,1
Vesicular Stomatitis Virus-Vectored Multi-Antigen Tuberculosis Vaccine Limits Bacterial Proliferation in Mice following a Single Intranasal Dose,1
Novel insights into endogenous RNA viral elements in Ixodes scapularis and other arbovirus vector genomes,1
Cryptosporidium-associated diarrhoea in neonatal calves in Algeria,1
Quantifying spatiotemporal heterogeneity of MERS-CoV transmission in the Middle East region: A combined modelling approach-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/),1
Exploring the cellular basis of human disease through a large-scale mapping of deleterious genes to cell types,1
UPLC-MS identification and anticomplement activity of the metabolites of Sophora tonkinensis flavonoids treated with human intestinal bacteria,1
Modeling Heterogeneity in Direct Infectious Disease Transmission in a Compartmental Model,1
MINI REVIEW Response Modifiers: Tweaking the Immune Response Against Influenza A Virus,1
Arterivirus Nsp1 Modulates the Accumulation of Minus-Strand Templates to Control the Relative Abundance of Viral mRNAs,1
Identification of diverse full-length endogenous betaretroviruses in megabats and microbats,1
"Enhanced-Transient Expression of Hepatitis C Virus Core Protein in Nicotiana tabacum, a Protein With Potential Clinical Applications",1
"Environmental Impact, Concept and Measurement of",1
Negatively charged residues in the endodomain are critical for specific assembly of spike protein into murine coronavirus,1
Microwave assisted nanofibrous air filtration for disinfection of bioaerosols,1
Rapid Generation of Human-Like Neutralizing Monoclonal Antibodies in Urgent Preparedness for Influenza Pandemics and Virulent Infectious Diseases,1
Bovine adenovirus-3 as a vaccine delivery vehicle,1
Type I interferons in viral control and immune regulation,1
Phylogenetic nomenclature and evolution of mannose-binding lectin (MBL2) haplotypes,1
Human Mig Chemokine: Biochemical and Functional Characterization,1
Developmental toxicity in rats of a hemoglobin-based oxygen carrier results from impeded function of the inverted visceral yolk sac,1
Prescription Surveillance and Polymerase Chain Reaction Testing to Identify Pathogens during Outbreaks of Infection,1
The potential of targeted antibody prophylaxis in SARS outbreak control: A mathematic analysis $,1
"Chikungunya fever: Epidemiology, clinical syndrome, pathogenesis and therapy",1
A Mechanism of Virus-Induced Demyelination,1
"Optimistic bias, information seeking and intention to undergo prostate cancer screening: A Taiwan study on male adults",1
Neonatal diarrhea in llamas and alpacas ଝ,1
Evaluation of indirect immunofluorescence antibody test and enzyme-linked immunosorbent assay for the diagnosis of infection by Leishmania infantum in clinically normal and sick cats,1
antibiotics Antimicrobial Stewardship Programs in Community Health Systems Perceived by Physicians and Pharmacists: A Qualitative Study with Gap Analysis,1
"Structural effects on the phosphorylation of 3-substituted 1-b-D D-ribofuranosyl-1,2,4-triazoles by human adenosine kinase",1
Processing of the Coronavirus MHV-JHM Polymerase Polyprotein: Identification of Precursors and Proteolytic Products Spanning 400 Kilodaltons of ORF1a,1
"NICEATM-ICCVAM # International Workshop on Alternative Methods to Reduce, Refine, and Replace the Use of Animals in Vaccine Potency and Safety Testing: Non-animal replacement methods for veterinary vaccine potency testing: state of the science and future directions peer-review under responsibility of the National Toxicology Program Interagency Center for the Evaluation of Alternative Toxicological Methods (NICEATM). peer-review under responsibility of the National Toxicology Program Interagency Center for the Evaluation of Alternative Toxicological Methods (NICEATM)",1
Subviral particle as vaccine and vaccine platform,1
"Specific recombinant proteins of porcine epidemic diarrhea virus are immunogenic, revealing their potential use as diagnostic markers",1
A nested PCR approach for unambiguous typing of pestiviruses infecting cattle,1
Clinical evaluation of commercial nucleic acid amplification tests in patients with suspected sepsis,1
New Epidemiological and Clinical Signatures of 18 Pathogens from Respiratory Tract Infections Based on a 5-Year Study,1
Houttuynia cordata Targets the Beginning Stage of Herpes Simplex Virus Infection,1
Article 940 1 Original researchBeta Production,1
Improving Virus Taxonomy by Recontextualizing Sequence- Based Classification with Biologically Relevant Data: the Case of the Alphacoronavirus 1 Species,1
Interferon-c in the serum and effusions of cats with feline coronavirus infection The Veterinary Journal,1
Glycosylation of viral surface proteins probed by mass spectrometry,1
Diagnostic performance of near-patient testing for influenza,1
"ISDS 2018 Conference Abstracts A provincial Acute Febrile Illness Surveillance Network (GAFINet), South Korea",1
A research agenda for aging in China in the 21st century,1
Display of Porcine Epidemic Diarrhea Virus Spike Protein on Baculovirus to Improve Immunogenicity and Protective Efficacy,1
Study on the resistance of severe acute respiratory syndrome-associated coronavirus,1
"Adenovirus serotype 7 associated with a severe lower respiratory tract disease outbreak in infants in Shaanxi Province, China",1
The effects of past SARS experience and proximity on declines in numbers of travelers to the Republic of Korea during the 2015 MERS outbreak: A retrospective study,1
A novel candidate autoantigen in a multiplex family with multiple sclerosis: prevalence of T-lymphocytes specific for an MBP epitope unique to myelination,1
EPIDEMIOLOGIC APPROACHES USED IN A HERD HEALTH PRACTICE TO INVESTIGATE NEONATAL CALF MORTALITY,1
Genotyping of human rhinovirus in adult patients with acute respiratory infections identified predominant infections of genotype A21 OPEN,1
BMC Infectious Diseases A super-spreading ewe infects hundreds with Q fever at a farmers' market in Germany,1
Over-expression of severe acute respiratory syndrome coronavirus 3b protein induces both apoptosis and necrosis in Vero E6 cells,1
Polyethylene glycol-mediated fusion of herpes simplex type 1 virions with the plasma membrane of cells that support endocytic entry,1
"Assessment of Knowledge, Attitude and Practice towards Prevention of Respiratory Tract Infections among Hajj and Umrah Pilgrims from Malaysia in 2018",1
"Infl uenza Virus (H5N1) in Live Bird Markets and Food Markets, Thailand",1
"Molecular Sciences Review CEACAM1 in Liver Injury, Metabolic and Immune Regulation",1
The impact of SARS on hospital performance,1
Epidermal growth factor receptor is a co-factor for transmissible gastroenteritis virus entry,1
Modeling the Comparative Impact of Individual Quarantine vs. Active Monitoring of Contacts for the Mitigation of COVID-19,1
A new Schiff base coordinated copper(II) compound induces apoptosis and inhibits tumor growth in gastric cancer,1
Parasite and viral species richness of Southeast Asian bats: Fragmentation of area distribution matters,1
Survey of Traveler's Diarrhea: Epidemiology and Testing Reveal the Source,1
Drug Target Delivery Systems for In Vivo Use of Nucleic Acid Drugs,1
BMC Microbiology Cloaked similarity between HIV-1 and SARS-CoV suggests an anti-SARS strategy,1
Cholesterol 25-hydroxylase negatively regulates porcine intestinal coronavirus replication by the production of 25-hydroxycholesterol,1
"pharmaceuticals Alternative Experimental Models for Studying Influenza Proteins, Host-Virus Interactions and Anti-Influenza Drugs",1
Evolutionary and epidemiological analyses based on spike genes of porcine epidemic diarrhea virus circulating in Thailand in 2008-2015,1
MERS-CoV Accessory ORFs Play Key Role for Infection and Pathogenesis,1
Solid formulation of cell-penetrating peptide nanocomplexes with siRNA and their stability in simulated gastric conditions,1
Long-term human coronavirus-myelin cross-reactive T-cell clones derived from multiple sclerosis patients,1
Network-based Drug Repurposing for Human Coronavirus,1
A speed-fidelity trade-off determines the mutation rate and virulence of an RNA virus,1
FastViromeExplorer: a pipeline for virus and phage identification and abundance profiling in metagenomics data,1
Near-Patient Sampling to Assist Infection Control-A Case Report and Discussion,1
First Complete Genome Sequence of a French Bovine coronavirus Strain,1
Neuroprotective Effects of Musk of Muskrat on Transient Focal Cerebral Ischemia in Rats,1
The importance of dog population contact network structures in rabies transmission,1
Statistical Evaluation of HTS Assays for Enzymatic Hydrolysis of β-Keto Esters,1
HEPATIC CIRCULATION: POTENTIAL FOR THERAPEUTIC INTERVENTION,1
Genetic Variants of CD209 Associated with Kawasaki Disease Susceptibility,1
Reducing the Impact of the Next Influenza Pandemic Using Household-Based Public Health Interventions A B S T R A C T Background,1
CD4 rat X rat and mouse x rat T cell hybridomas produced by fusion of established T cell lines and clones to W/Fu (C58NT)D,1
Multistep-Ahead Air Passengers Traffic Prediction with Hybrid ARIMA-SVMs Models,1
